trial_id,robust_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.epochs,config.batch_size
717e37ee,0.6954907161803714,1.2341337203979492,True,,,2,76f1490fc283406bb1d6b442f83d134d,2020-10-08_01-38-45,1602139125,201.2885661125183,183614,iotagpu02,140.221.68.6,201.2885661125183,0,2,"4_batch_size=435,dropout=0.23941,epochs=48,learning_rate=0.065082",0.06508236862268633,0.2394064366472685,48,435
717e6354,0.583902190524707,1.3437902927398682,True,,,2,55c346b3c0f2465a8f75f91ad8c8e7de,2020-10-08_01-39-12,1602139152,227.69205784797668,183641,iotagpu02,140.221.68.6,227.69205784797668,0,2,"5_batch_size=755,dropout=0.43897,epochs=54,learning_rate=0.071702",0.07170240708990555,0.438967772226051,54,755
717e8f46,0.6708023159636063,1.304429531097412,True,,,2,4cec23ea6699411fa8c078f6dacbfc25,2020-10-08_01-37-53,1602139073,149.20739889144897,183677,iotagpu02,140.221.68.6,149.20739889144897,0,2,"6_batch_size=558,dropout=0.54767,epochs=35,learning_rate=0.055534",0.055534378031117056,0.5476724194145698,35,558
717eba16,0.9283960720130933,1.3355345726013184,True,,,2,39b4b217b34f4e9eb6a68edb8a94c2e6,2020-10-08_01-38-42,1602139122,197.75888180732727,183418,iotagpu02,140.221.68.6,197.75888180732727,0,2,"7_batch_size=752,dropout=0.37086,epochs=48,learning_rate=0.046119",0.04611908775279242,0.3708621287924718,48,752
717ee8ce,0.4991230268103233,1.3248345851898193,True,,,2,7b2710e3601e4351ab892e9616ee718b,2020-10-08_01-38-15,1602139095,170.79847717285156,183505,iotagpu02,140.221.68.6,170.79847717285156,0,2,"8_batch_size=614,dropout=0.23522,epochs=39,learning_rate=0.086675",0.08667495967403824,0.23521855068441452,39,614
717f151a,0.7182762492981472,1.4387962818145752,True,,,2,d05d70c127ee41b19038f496329b7d2e,2020-10-08_01-40-54,1602139254,261.0352063179016,183529,iotagpu02,140.221.68.6,261.0352063179016,0,2,"9_batch_size=548,dropout=0.23293,epochs=64,learning_rate=0.046627",0.046626587310883864,0.2329346680370635,64,548
717f4008,0.6645299145299146,1.3143439292907715,True,,,2,4d4a88f3844d4a44a9c90a1ab80bbfb1,2020-10-08_01-39-27,1602139167,144.00109553337097,183440,iotagpu02,140.221.68.6,144.00109553337097,0,2,"10_batch_size=612,dropout=0.33862,epochs=35,learning_rate=0.089827",0.08982705085669176,0.3386249944139781,35,612
717f69b6,0.8719082022949426,1.4119949340820312,True,,,2,c0df410373984f84afa69e9e2408ff8c,2020-10-08_01-42-18,1602139338,262.69664692878723,183512,iotagpu02,140.221.68.6,262.69664692878723,0,2,"11_batch_size=905,dropout=0.58843,epochs=65,learning_rate=0.055559",0.05555899128015929,0.588433598422824,65,905
717f967a,0.6442772203641769,1.3668029308319092,True,,,2,3e35c1918b254a61a188676b1fef4f88,2020-10-08_01-42-33,1602139353,256.91602754592896,183553,iotagpu02,140.221.68.6,256.91602754592896,0,2,"12_batch_size=828,dropout=0.38052,epochs=64,learning_rate=0.083179",0.08317862985628127,0.38052145964500805,64,828
717fc082,0.9430055831265509,1.4402883052825928,True,,,2,3ed0ccaf86264ad68f94dfe7e7617073,2020-10-08_01-41-47,1602139307,183.41251063346863,183479,iotagpu02,140.221.68.6,183.41251063346863,0,2,"13_batch_size=992,dropout=0.43863,epochs=45,learning_rate=0.038682",0.03868221747806966,0.43862529181535675,45,992
717feb7a,0.8176061455413682,1.3487350940704346,True,,,2,7e6e9cdc9886463d906711b9fb8222f8,2020-10-08_01-40-52,1602139252,125.46345162391663,183419,iotagpu02,140.221.68.6,125.46345162391663,0,2,"14_batch_size=741,dropout=0.60661,epochs=30,learning_rate=0.071864",0.07186376272485633,0.6066084006287005,30,741
71801df2,0.575,1.375370740890503,True,,,2,173ff849d91a48ef9f9a9fe2a4df0fdf,2020-10-08_01-40-54,1602139254,119.30751466751099,183579,iotagpu02,140.221.68.6,119.30751466751099,0,2,"15_batch_size=880,dropout=0.35099,epochs=29,learning_rate=0.083908",0.08390807129977118,0.3509897783872924,29,880
